reference,verse_text,word,strong,morphology,step_gloss,status,confidence,reviewer,decision,corrected_strong,notes
GEN 20:8,"Entonces Abimelech se levantó de mañana, y llamó a todos sus siervos, y dijo todas estas palabras en los oídos de ellos; y temieron los hombres en gran manera.",temieron,H3372,Hc/Vqw3mp,and/ they were afraid,provisional-reference,0.85,,,,
GEN 20:8,"Entonces Abimelech se levantó de mañana, y llamó a todos sus siervos, y dijo todas estas palabras en los oídos de ellos; y temieron los hombres en gran manera.",hombres,H582,HTd/Ncmpa,the/ men,provisional-reference,0.85,,,,
GEN 20:8,"Entonces Abimelech se levantó de mañana, y llamó a todos sus siervos, y dijo todas estas palabras en los oídos de ellos; y temieron los hombres en gran manera.",gran,H3966,HAcmsa,exceedingly,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",llamó,H7121,Hc/Vqw3ms,and/ he summoned,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",Abimelech,H40,HNpm,Abimelech,verified-open,1.0,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.","Abraham,",H85,HR/Npm,<to>/ Abraham,verified-open,1.0,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",dijo:,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",¿Qué,H4100,HPi,what?,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",hecho?,H6213,HVqp2ms,have you done,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",qué,H4100,HC/Pi,and/ what?,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",pequé,H2398,HVqp1cs,have I sinned,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",que,H3588,HTc,for,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",atraído,H935,HVhp2ms,you have brought,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",sobre,H5921,HR/Sp1bs,on/ me,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",sobre,H5921,HC/R,and/ on,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",reino,H4467,HNcfsc/Sp1bs,kingdom/ my,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",gran,H1419,HAafsa,great,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",pecado?,H2401,HNcfsa,a sin,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",que,H834,HTr,which,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",no,H3808,HTn,not,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",hacer,H6213,HVNi3mp,they will be done,provisional-reference,0.85,,,,
GEN 20:9,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",hecho,H6213,HVqp2ms,you have done,provisional-reference,0.85,,,,
GEN 20:10,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 20:10,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,Abimelech,H40,HNpm,Abimelech,verified-open,1.0,,,,
GEN 20:10,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,Abraham:,H85,HNpm,Abraham,verified-open,1.0,,,,
GEN 20:10,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,¿Qué,H4100,HPi,what?,provisional-reference,0.85,,,,
GEN 20:10,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,que,H3588,HTc,that,provisional-reference,0.85,,,,
GEN 20:10,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,hicieses,H6213,HVqp2ms,you have done,provisional-reference,0.85,,,,
GEN 20:10,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,esto?,H2088,HTd/Tm,<the>/ this,provisional-reference,0.85,,,,
GEN 20:10,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,esto?,H1697,HTd/Ncmsa,the/ thing,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",Abraham,H85,HNpm,Abraham,verified-open,1.0,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",respondió:,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",Porque,H3588,HTc,that,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",dije,H559,HVqp1cs,I said,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",Cierto,H7535,HD,certainly,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",no,H369,HNcmsc,there not,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",temor,H3374,HNcfsc,[is] [the] fear of,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",este,H2088,HTd/Tm,<the>/ this,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.","lugar,",H4725,HRd/Ncmsa,in the/ place,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",matarán,H2026,Hc/Vqq3cp/Sp1bs,and/ they will kill/ me,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",por,H5921,HR,on,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",causa,H1697,HNcmsc,[the] matter of,provisional-reference,0.85,,,,
GEN 20:11,"Y Abraham respondió: Porque dije para mí: Cierto no hay temor de Dios en este lugar, y me matarán por causa de mi mujer.",mujer.,H802,HNcfsc/Sp1bs,wife/ my,provisional-reference,0.85,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",verdad,H546,HD,truly,provisional-reference,0.85,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",también,H1571,HC/D,and/ also,provisional-reference,0.85,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.","hermana,",H269,HNcfsc/Sp1bs,[is] sister/ my,provisional-reference,0.85,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",hija,H1323,HNcfsc,[the] daughter of,provisional-reference,0.85,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.","padre,",H1,HNcmsc/Sp1bs,father/ my,provisional-reference,0.85,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",no,H3808,HTn,not,provisional-reference,0.85,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",hija,H1323,HNcfsc,[the] daughter of,provisional-reference,0.85,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.","madre,",H517,HNcfsc/Sp1bs,mother/ my,verified-open,1.0,,,,
GEN 20:12,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",mujer.,H802,HR/Ncfsa,<into>/ a wife,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.","que,",H834,HR/Tr,just/ as,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",cuando,H834,HTr,which,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",errante,H8582,HVhp3cp,they caused to wander,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",casa,H1004,HR/Ncmsc,from/ [the] household of,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.","padre,",H1,HNcmsc/Sp1bs,father/ my,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",yo,H559,Hc/Vqw1cs,and/ I said,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",le,H1931,HPp3ms,he,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",dije:,H559,HVqv2fs,say,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",Esta,H2088,HTm,this,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",merced,H2617,HNcmsc/Sp2fs,[is] loyalty/ your,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",que,H834,HTr,where,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.","harás,",H6213,HVqi2fs,you will do,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",en,H413,HR,to,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",todos,H3605,HNcmsc,every,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",lugares,H4725,HTd/Ncmsa,<the>/ place,provisional-reference,0.85,,,,
GEN 20:13,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",hermano,H251,HNcmsc/Sp1bs,[is] brother/ my,provisional-reference,0.85,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",Abimelech,H40,HNpm,Abimelech,verified-open,1.0,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",tomó,H3947,Hc/Vqw3ms,and/ he took,provisional-reference,0.85,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",ovejas,H6629,HNcbsa,sheep,provisional-reference,0.85,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.","vacas,",H1241,HC/Ncbsa,and/ cattle,provisional-reference,0.85,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",siervos,H5650,HC/Ncmpa,and/ [male] servants,provisional-reference,0.85,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.","siervas,",H8198,HC/Ncfpa,and/ female servants,provisional-reference,0.85,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",diólo,H5414,Hc/Vqw3ms,and/ he gave [them],provisional-reference,0.85,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.","Abraham,",H85,HR/Npm,to/ Abraham,verified-open,1.0,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",devolvióle,H7725,Hc/Vhw3ms,and/ he restored,provisional-reference,0.85,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",Sara,H8283,HNpf,Sarah,verified-open,1.0,,,,
GEN 20:14,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",mujer.,H802,HNcfsc/Sp3ms,wife/ his,provisional-reference,0.85,,,,
GEN 20:15,"Y dijo Abimelech: He aquí mi tierra está delante de ti, habita donde bien te parezca.",dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 20:15,"Y dijo Abimelech: He aquí mi tierra está delante de ti, habita donde bien te parezca.",Abimelech:,H40,HNpm,Abimelech,verified-open,1.0,,,,
GEN 20:15,"Y dijo Abimelech: He aquí mi tierra está delante de ti, habita donde bien te parezca.",aquí,H2009,HTj,there!,provisional-reference,0.85,,,,
GEN 20:15,"Y dijo Abimelech: He aquí mi tierra está delante de ti, habita donde bien te parezca.",tierra,H776,HNcbsc/Sp1fs,land/ my,verified-open,1.0,,,,
GEN 20:15,"Y dijo Abimelech: He aquí mi tierra está delante de ti, habita donde bien te parezca.",delante,H6440,HR/Ncmpc/Sp2ms,[is] <to>/ before/ you,provisional-reference,0.85,,,,
GEN 20:15,"Y dijo Abimelech: He aquí mi tierra está delante de ti, habita donde bien te parezca.",habita,H3427,HVqv2ms,dwell,provisional-reference,0.85,,,,
GEN 20:15,"Y dijo Abimelech: He aquí mi tierra está delante de ti, habita donde bien te parezca.",bien,H2896,HRd/Aamsa,in the/ [place] good,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",Sara,H8283,HC/R/Npf,and/ to/ Sarah,verified-open,1.0,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",dijo:,H559,HVqp3ms,he said,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",aquí,H2009,HTj,here!,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",dado,H5414,HVqp1cs,I give,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",mil,H505,HAcbsa,a thousand,verified-open,1.0,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",monedas,H3701,HNcmsa,silver,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",tu,H854,HRd/Sp2fs,[are] with/ you,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",hermano;,H251,HR/Ncmsc/Sp2fs,to/ brother/ your,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",mira,H2009,HTj,there!,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",él,H1931,HPp3ms,it,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",te,H854,HC/R,and/ with,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",velo,H3682,HNcfsc,[is] a covering of,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",ojos,H5869,HNcfda,eyes,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",todos,H3605,HR/Ncmsa,to/ all,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",que,H834,HTr,who,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",todos:,H3605,HNcmsa,everyone,provisional-reference,0.85,,,,
GEN 20:16,"Y a Sara dijo: He aquí he dado mil monedas de plata a tu hermano; mira que él te es por velo de ojos para todos los que están contigo, y para con todos: así fue reprendida.",reprendida.,H3198,HC/VNrfsa,<and>/ [you are] vindicated,provisional-reference,0.85,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",Abraham,H85,HNpm,Abraham,verified-open,1.0,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",oró,H6419,Hc/Vtw3ms,and/ he prayed,provisional-reference,0.85,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",Dios;,H430,HTd/Ncmpa,<the>/ God,provisional-reference,0.85,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",sanó,H7495,Hc/Vqw3ms,and/ he healed,provisional-reference,0.85,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",Abimelech,H40,HNpm,Abimelech,verified-open,1.0,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.","mujer,",H802,HNcfsc/Sp3ms,wife/ his,provisional-reference,0.85,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.","siervas,",H519,HC/Ncfpc/Sp3ms,and/ female slaves/ his,provisional-reference,0.85,,,,
GEN 20:17,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",parieron.,H3205,Hc/Vqw3mp,and/ they bore children,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",Porque,H3588,HTc,for,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",todo,H6113,HVqaa,certainly <to shut up>,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",cerrado,H6113,HVqp3ms,<he> had shut up,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",Jehová,H3068,HNpt,Yahweh,verified-open,1.0,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",toda,H3605,HNcmsc,every,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",matriz,H7358,HNcmsa,womb,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",casa,H1004,HR/Ncmsc,of/ [the] household of,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.","Abimelech,",H40,HNpm,Abimelech,verified-open,1.0,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",causa,H1697,HNcmsc,[the] matter of,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",Sara,H8283,HNpf,Sarah,verified-open,1.0,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",mujer,H802,HNcfsc,[the] wife of,provisional-reference,0.85,,,,
GEN 20:18,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",Abraham.,H85,HNpm,Abraham,verified-open,1.0,,,,
GEN 21:1,"Y visitó Jehová a Sara, como había dicho, e hizo Jehová con Sara como había hablado.",visitó,H6485,HVqp3ms,he visited,provisional-reference,0.85,,,,
GEN 21:1,"Y visitó Jehová a Sara, como había dicho, e hizo Jehová con Sara como había hablado.",Jehová,H3068,HC/Npt,and/ Yahweh,provisional-reference,0.85,,,,
GEN 21:1,"Y visitó Jehová a Sara, como había dicho, e hizo Jehová con Sara como había hablado.","Sara,",H8283,HNpf,Sarah,provisional-reference,0.85,,,,
