reference,verse_text,word,strong,morphology,step_gloss,status,confidence,reviewer,decision,corrected_strong,notes
GEN 1:1,En el principio creó Dios los cielos y la tierra.,principio,H7225,HR/Ncfsa,in/ beginning,provisional-reference,0.85,,,,
GEN 1:1,En el principio creó Dios los cielos y la tierra.,Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:1,En el principio creó Dios los cielos y la tierra.,cielos,H8064,HTd/Ncmpa,the/ heavens,provisional-reference,0.85,,,,
GEN 1:1,En el principio creó Dios los cielos y la tierra.,tierra.,H776,HTd/Ncfsa,the/ earth,verified-open,1.0,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",tierra,H776,HC/Td/Ncfsa,and/ the/ earth,verified-open,1.0,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",estaba,H1961,HVqp3fs,<it> was,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",desordenada,H8414,HNcmsa,formlessness,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.","vacía,",H922,HC/Ncmsa,and/ emptiness,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",tinieblas,H2822,HC/Ncmsa,and/ darkness,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",sobre,H5921,HR,[was] over,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",haz,H6440,HNcmpc,[the] surface of,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.","abismo,",H8415,HNcfsa,[the] deep,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",Espíritu,H7307,HC/Ncfsc,and/ [the] spirit of,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",movía,H7363,HVprfsa,[was] hovering,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",sobre,H5921,HR,over,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",haz,H6440,HNcmpc,[the] surface of,provisional-reference,0.85,,,,
GEN 1:2,"Y la tierra estaba desordenada y vacía, y las tinieblas estaban sobre la haz del abismo, y el Espíritu de Dios se movía sobre la haz de las aguas.",aguas.,H4325,HTd/Ncmpa,the/ waters,provisional-reference,0.85,,,,
GEN 1:3,Y dijo Dios: Sea la luz: y fue la luz.,dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 1:3,Y dijo Dios: Sea la luz: y fue la luz.,Dios:,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:3,Y dijo Dios: Sea la luz: y fue la luz.,Sea,H1961,HVqj3ms,let it be,provisional-reference,0.85,,,,
GEN 1:3,Y dijo Dios: Sea la luz: y fue la luz.,luz:,H216,HNcfsa,light,provisional-reference,0.85,,,,
GEN 1:3,Y dijo Dios: Sea la luz: y fue la luz.,fue,H1961,Hc/Vqw3ms,and/ there was,provisional-reference,0.85,,,,
GEN 1:3,Y dijo Dios: Sea la luz: y fue la luz.,luz.,H216,HNcfsa,light,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,vio,H7200,Hc/Vqw3ms,and/ he saw,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,que,H3588,HTc,that,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,luz,H216,HTd/Ncfsa,the/ light,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,apartó,H914,Hc/Vhw3ms,and/ he separated,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,luz,H216,HTd/Ncfsa,the/ light,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,de,H996,HAcmsc,between,provisional-reference,0.85,,,,
GEN 1:4,Y vio Dios que la luz era buena: y apartó Dios la luz de las tinieblas.,tinieblas.,H2822,HTd/Ncmsa,the/ darkness,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",llamó,H7121,Hc/Vqw3ms,and/ he called,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",luz,H216,HRd/Ncfsa,<to> the/ light,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.","Día,",H3117,HNcmsa,day,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",tinieblas,H2822,HC/Rd/Ncmsa,and/ <to> the/ darkness,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",llamó,H7121,HVqp3ms,he called,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",Noche:,H3915,HNcmsa,night,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",fue,H1961,Hc/Vqw3ms,and/ there was,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",tarde,H6153,HNcmsa,evening,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",mañana,H1242,HNcmsa,morning,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",un,H259,HAcfsa,one,provisional-reference,0.85,,,,
GEN 1:5,"Y llamó Dios a la luz Día, y a las tinieblas llamó Noche: y fue la tarde y la mañana un día.",día.,H3117,HNcmsa,day,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",Dios:,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",Haya,H1961,HVqj3ms,let it be,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",expansión,H7549,HNcmsa,a firmament,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",medio,H8432,HR/Ncmsc,in/ [the] middle of,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.","aguas,",H4325,HTd/Ncmpa,the/ waters,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",separe,H914,HVhrmsa,separating,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",aguas,H4325,HNcmpa,waters,provisional-reference,0.85,,,,
GEN 1:6,"Y dijo Dios: Haya expansión en medio de las aguas, y separe las aguas de las aguas.",aguas.,H4325,HR/Ncmpa,to/ waters,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",hizo,H6213,Hc/Vqw3ms,and/ he made,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.","expansión,",H7549,HTd/Ncmsa,the/ firmament,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",apartó,H914,Hc/Vhw3ms,and/ he separated,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",aguas,H4325,HTd/Ncmpa,the/ waters,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",que,H834,HTr,which,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",debajo,H8478,HR/Ncmsc,[were] from/ under,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.","expansión,",H7549,HRd/Ncmsa,to the/ firmament,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",aguas,H4325,HTd/Ncmpa,the/ waters,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",que,H834,HTr,which,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",sobre,H5921,HR/R,[were] from/ <above>,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",expansión:,H7549,HRd/Ncmsa,<to> the/ firmament,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",fue,H1961,Hc/Vqw3ms,and/ it was,provisional-reference,0.85,,,,
GEN 1:7,"E hizo Dios la expansión, y apartó las aguas que estaban debajo de la expansión, de las aguas que estaban sobre la expansión: y fue así.",así.,H3651,HD,so,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,llamó,H7121,Hc/Vqw3ms,and/ he called,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,expansión,H7549,HRd/Ncmsa,<to> the/ firmament,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,Cielos:,H8064,HNcmpa,heaven,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,fue,H1961,Hc/Vqw3ms,and/ there was,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,tarde,H6153,HNcmsa,evening,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,mañana,H1242,HNcmsa,morning,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,día,H3117,HNcmsa,a day,provisional-reference,0.85,,,,
GEN 1:8,Y llamó Dios a la expansión Cielos: y fue la tarde y la mañana el día segundo.,segundo.,H8145,HAomsa,second,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",Dios:,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",Júntense,H6960,HVNi3mp,let them gather,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",aguas,H4325,HTd/Ncmpa,the/ waters,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",debajo,H8478,HR/Ncmsc,from/ under,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",cielos,H8064,HTd/Ncmpa,the/ heavens,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",en,H413,HR,to,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",un,H259,HAcfsa,one,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.","lugar,",H4725,HNcmsa,a place,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",descúbrase,H7200,HC/VNu3fs,and/ let it appear,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",seca:,H3004,HTd/Ncfsa,the/ dry ground,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",fue,H1961,Hc/Vqw3ms,and/ it was,provisional-reference,0.85,,,,
GEN 1:9,"Y dijo Dios: Júntense las aguas que están debajo de los cielos en un lugar, y descúbrase la seca: y fue así.",así.,H3651,HD,so,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",llamó,H7121,Hc/Vqw3ms,and/ he called,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",seca,H3004,HRd/Ncfsa,<to> the/ dry ground,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.","Tierra,",H776,HNcfsa,earth,verified-open,1.0,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",reunión,H4723,HC/R/Ncmsc,and/ <to>/ [the] collection of,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",aguas,H4325,HTd/Ncmpa,the/ waters,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",llamó,H7121,HVqp3ms,he called,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",Mares:,H3220,HNcmpa,seas,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",vio,H7200,Hc/Vqw3ms,and/ he saw,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:10,"Y llamó Dios a la seca Tierra, y a la reunión de las aguas llamó Mares: y vio Dios que era bueno.",que,H3588,HTc,that,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",Dios:,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",Produzca,H1877,HNcmsa,vegetation,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",tierra,H776,HTd/Ncfsa,the/ earth,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",hierba,H1876,HVhj3fs,let it sprout,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",hierba,H6212,HNcmsa,plant[s],provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",dé,H2233,HNcmsa,seed,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",simiente;,H2233,HNcmsc/Sp3ms,seed/ its,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",árbol,H6086,HNcmsc,tree[s] of,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",fruto,H6529,HNcmsa,fruit,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",dé,H6213,HVqrmsa,producing,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",fruto,H6529,HNcmsa,fruit,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.","género,",H4327,HR/Ncmsc/Sp3ms,to/ kind/ its,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",que,H834,HTr,which,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",sobre,H5921,HR,on,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",tierra:,H776,HTd/Ncfsa,the/ earth,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",fue,H1961,Hc/Vqw3ms,and/ it was,provisional-reference,0.85,,,,
GEN 1:11,"Y dijo Dios: Produzca la tierra hierba verde, hierba que dé simiente; árbol de fruto que dé fruto según su género, que su simiente esté en él, sobre la tierra: y fue así.",así.,H3651,HD,so,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",produjo,H3318,Hc/Vhw3fs,and/ <it> brought forth,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",tierra,H776,HTd/Ncfsa,the/ earth,verified-open,1.0,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",hierba,H1877,HNcmsa,vegetation,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",hierba,H6212,HNcmsa,plant[s],provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",da,H2233,HNcmsa,seed,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",simiente,H2233,HNcmsc/Sp3ms,seed/ its,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.","naturaleza,",H4327,HR/Ncmsc/Sp3ms,to/ kind/ its,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",árbol,H6086,HC/Ncmsa,and/ tree[s],provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",da,H6213,HVqrmsa,producing,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.","fruto,",H6529,HNcmsa,fruit,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",cuya,H834,HTr,which,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",simiente,H2232,HVhrmsa,[which] bears seed,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",género:,H4327,HR/Ncmsc/Sp3ms,to/ kind/ its,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",vio,H7200,Hc/Vqw3ms,and/ he saw,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:12,"Y produjo la tierra hierba verde, hierba que da simiente según su naturaleza, y árbol que da fruto, cuya simiente está en él, según su género: y vio Dios que era bueno.",que,H3588,HTc,that,provisional-reference,0.85,,,,
GEN 1:13,Y fue la tarde y la mañana el día tercero.,fue,H1961,Hc/Vqw3ms,and/ there was,provisional-reference,0.85,,,,
GEN 1:13,Y fue la tarde y la mañana el día tercero.,tarde,H6153,HNcmsa,evening,provisional-reference,0.85,,,,
GEN 1:13,Y fue la tarde y la mañana el día tercero.,mañana,H1242,HNcmsa,morning,provisional-reference,0.85,,,,
GEN 1:13,Y fue la tarde y la mañana el día tercero.,día,H3117,HNcmsa,a day,provisional-reference,0.85,,,,
GEN 1:13,Y fue la tarde y la mañana el día tercero.,tercero.,H7992,HAomsa,third,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",Dios:,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",Sean,H1961,HVqj3ms,let it be,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",lumbreras,H3974,HNcmpa,luminaries,provisional-reference,0.85,,,,
